model_name,final_val_loss,final_val_acc,avg_time
10_10_Adam_0,0.06097693368792534,0.9835355281829834,47.22145503282547
20_20_Adam_0,0.05672522261738777,0.9849798083305359,46.9703577375412
top,0.046865064650774,0.9872905611991882,27.845303659439093
unfreeze,0.031033998355269432,0.9945118427276611,31.389183397293092

